N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M0P1,class
0,0,1,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0.5452566196
1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,-0.5977621316
0,1,2,0,2,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1.0229703862
0,0,0,1,0,1,1,2,0,0,0,1,1,1,0,1,2,1,0,0,0.8544804605
0,2,1,2,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0.3888989347
1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,-0.8559511843
0,1,2,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0.4753687507
1,2,1,0,0,2,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0.6790097771
0,2,1,0,1,0,1,1,0,1,1,2,0,1,1,0,0,0,0,0,0.276760688
0,1,1,0,1,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,-0.175894335
1,2,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,-0.0252619912
0,1,1,0,1,0,0,0,0,1,2,2,1,1,1,1,2,0,0,0,-0.4490272002
1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0.4128009685
1,1,1,1,1,1,0,2,0,0,1,1,1,1,0,0,1,0,1,0,-0.0366662615
1,2,2,0,0,1,0,2,1,0,0,0,2,0,0,0,1,0,1,0,-0.3416794137
0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5820632877
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0.3709011295
1,2,2,0,0,2,0,0,0,1,1,0,0,1,0,0,2,0,0,0,1.5743001586
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-0.820350953
1,0,1,0,1,2,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0.4471523667
1,0,1,1,1,2,0,0,0,2,0,0,2,0,0,0,0,0,1,0,-0.2055368773
1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,2,1,0.4998427685
1,0,0,0,2,1,0,2,0,2,0,0,2,1,1,1,0,0,1,2,1.1104403649
0,1,0,1,1,1,0,0,1,0,1,0,2,0,1,1,1,1,0,0,0.8095750497
0,2,1,1,2,1,0,1,0,2,0,1,1,2,0,0,2,0,0,0,0.4737955742
2,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.263285809
0,0,2,2,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.0705535802
0,1,0,0,2,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0.9137895074
0,0,2,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0.1917154007
0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,2,0,0,0,0.6248500794
1,2,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0.4273147602
1,1,0,0,0,0,0,2,0,1,0,1,2,0,0,0,1,0,0,1,0.2070722697
1,0,1,2,2,1,0,2,0,0,2,0,0,1,0,1,2,0,0,0,0.2986893329
0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.6596923847
1,1,2,2,0,1,0,2,0,1,0,0,0,0,1,2,2,1,1,1,0.9805215052
1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0.8602156785
1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0.5729621413
0,2,0,0,1,2,0,2,0,1,1,0,1,1,0,0,0,0,0,1,-0.1603749549
1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,-0.3214130621
1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0547749372
1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.1787422829
0,1,0,1,0,0,0,0,1,0,0,2,2,0,0,1,1,0,1,1,0.01712801
1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,-0.5635933935
0,1,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1.1308304614
0,0,1,0,1,2,0,2,1,0,1,0,1,0,1,0,1,0,1,0,-0.2679317926
1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,2,0,0,0,-0.1786670916
0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0.9812288722
1,1,0,2,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0.4368489937
1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,2,0,0,0,-0.0323292159
0,0,2,0,2,2,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0.5131145437
1,1,0,1,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1.1017418243
1,1,0,1,1,2,0,1,0,1,0,1,0,0,0,0,1,1,0,0,-0.313251649
0,1,0,0,1,0,0,0,1,1,2,0,1,1,0,0,1,0,0,0,0.3775945491
1,2,1,0,1,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0.4391864914
1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0.0740266591
0,1,0,0,0,1,0,0,1,1,0,0,1,2,0,1,0,1,0,0,0.7969326103
1,2,1,0,2,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0.641247493
1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9758475819
1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0.2236827067
1,1,0,1,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,1,-0.5231385573
1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.3018881673
0,0,0,1,0,1,0,1,0,1,0,0,2,1,0,1,2,1,0,0,0.7028969091
2,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,0.1211173788
1,1,0,0,0,2,0,1,2,0,0,0,0,1,0,0,2,0,1,1,1.4956983049
1,1,2,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,-0.1905291265
0,1,0,0,0,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0.7027160405
0,0,1,0,1,1,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0.0629443522
2,2,0,0,0,2,1,2,0,1,1,0,2,1,0,0,0,0,0,0,0.7196136977
0,0,0,1,1,1,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0.5298201583
0,1,1,1,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0.86187801
0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0.2865418653
0,1,1,0,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0.2645924833
1,1,0,1,0,1,0,1,0,0,0,0,2,1,0,0,2,0,1,0,0.4368180233
0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0.375475394
2,1,2,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0.7062262782
1,1,1,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,-0.5292497826
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1,0.2740526528
0,2,0,2,1,1,0,0,0,0,0,1,2,0,1,0,1,0,0,1,-0.7241470771
0,2,1,0,1,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.5227410841
0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,-0.0528530539
1,0,1,1,1,1,0,0,0,0,2,1,1,1,0,0,0,1,1,0,0.2300025533
0,1,0,1,2,1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,-0.295426721
0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0.2501478131
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1.2070070007
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0.7186239735
1,2,0,2,0,1,0,1,0,0,2,0,0,1,0,0,1,1,0,1,0.5621095396
0,0,0,0,0,2,0,0,1,2,1,0,0,1,2,0,1,0,1,0,0.5229871619
1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0.2791859181
1,2,1,0,1,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0.1296879555
1,0,0,0,1,2,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0.423606421
2,1,1,1,0,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0.7382296465
2,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,2,0,0,0,-0.3361312097
0,1,0,2,1,0,0,0,0,2,0,1,1,0,0,1,1,0,1,0,-0.1609297613
1,1,0,1,1,1,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0.1046617646
0,1,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,0,0,0,1.2786018014
0,1,0,2,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0.5563581671
0,1,1,1,1,1,0,1,0,0,1,0,1,2,1,1,2,0,0,0,0.320973857
2,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0.0652952886
1,0,1,1,0,1,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0.7824364659
0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0.3244093981
1,2,1,0,1,1,0,1,0,1,0,0,0,0,2,0,1,1,0,1,-0.1609862481
0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,-0.7093072714
0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,2,1,0,0,0,1.0297553801
1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,-0.4893036273
1,2,0,2,2,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0.6449336104
0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.831388692
0,1,1,1,1,2,0,2,0,1,0,0,1,0,0,0,2,0,0,0,-0.0878360169
0,1,1,2,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1.3244183612
2,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,2,0,0,0,0.2207909044
1,1,0,1,2,1,0,0,0,0,0,0,2,1,0,0,2,0,1,1,0.8687869832
0,2,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0.4749928963
0,0,2,0,0,0,0,1,1,2,1,0,0,0,2,1,2,0,0,2,-0.6408130492
1,2,0,1,0,1,0,0,0,0,0,1,2,0,0,1,1,0,1,0,0.8532804978
0,2,1,1,0,1,0,0,0,0,2,0,1,1,0,1,0,0,1,0,-0.0983431315
0,0,1,0,0,1,0,1,1,0,0,0,1,2,0,1,1,0,0,0,0.7694177376
1,2,1,1,0,0,0,1,0,0,1,0,0,1,1,0,2,0,2,0,0.012663784
1,2,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.1505503045
1,0,0,1,1,2,0,2,0,1,1,1,1,1,0,1,2,0,0,1,-0.6472449551
0,2,1,0,1,1,0,2,0,0,1,0,2,0,0,0,1,1,0,0,0.7313650226
1,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0.1653764438
0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,2,2,0,1,1,1.2031476672
0,0,1,1,2,2,0,1,0,0,0,0,1,1,0,0,1,0,1,0,-0.4127623955
1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,-0.2678979664
1,1,0,1,0,1,0,2,1,1,2,0,2,1,0,0,1,1,0,0,0.7540079065
1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1.6320270958
1,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,-0.2213692233
1,2,1,2,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.6171372975
0,0,1,1,1,1,0,2,0,0,1,0,2,1,0,0,0,1,0,1,-0.1715641796
0,1,1,0,1,1,0,1,0,1,1,1,2,0,0,0,2,0,0,0,-0.0007117737
1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0.8413028328
0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0.021386361
2,1,0,1,0,1,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0.4159695941
2,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,-0.4645603472
0,2,1,1,1,0,0,0,2,2,1,0,2,0,0,1,0,0,0,1,-0.9580970505
1,1,2,0,1,1,0,1,0,1,2,0,0,0,0,1,2,0,1,0,0.863046083
0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0.0956291205
0,0,1,1,2,1,0,1,0,1,1,0,2,1,2,1,0,0,0,0,0.2524604737
0,2,1,1,0,1,0,1,0,1,0,1,2,1,0,2,2,0,0,1,0.8323131827
0,2,1,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0.3853459359
1,1,1,0,0,0,0,0,0,1,1,2,1,1,0,0,1,0,1,0,-0.4269603507
1,1,0,2,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0.1905617844
0,1,1,0,1,2,0,1,1,0,0,1,0,1,0,1,2,0,1,0,0.3821808724
1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,-0.8460604705
1,1,2,1,1,1,0,1,0,0,1,1,2,2,1,0,1,0,0,0,0.304727872
0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,2,0,1,0,-0.1621564179
0,1,2,2,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,-0.0194938709
0,0,1,1,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.5420006266
0,1,0,1,0,0,0,2,1,1,0,0,1,1,1,1,0,0,1,0,0.6094924557
1,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,1,0,0,1,-0.6418692456
2,0,0,1,2,1,0,2,0,1,1,0,0,1,0,0,1,0,1,0,-0.0839891994
1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.680722276
0,0,0,1,0,1,0,0,1,0,0,2,0,1,1,0,0,0,1,1,2.3523097275
0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,0,2,1,0,1,0.5539775476
0,2,0,1,1,1,1,1,0,0,0,1,2,1,0,1,1,1,1,0,0.6032860423
0,1,1,1,1,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0.6768479541
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.015385181
1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.1812394673
0,0,0,0,0,2,0,1,0,1,1,1,1,0,1,0,2,1,2,0,-0.367358399
0,1,2,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0.5232406601
0,2,1,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0.5109672395
1,1,0,0,0,0,0,2,0,1,1,1,0,0,0,1,2,0,1,0,-0.4252484835
0,1,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,-0.1267667201
0,1,0,1,1,1,0,2,0,1,0,0,0,0,1,1,1,1,0,0,0.054289956
1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0.1642853889
1,2,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,-0.2776568827
0,1,1,1,1,2,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0.8782160227
1,1,2,1,0,2,0,1,0,1,0,0,1,2,0,0,2,0,0,0,0.0036881847
0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0.411309975
0,0,2,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,-0.3625281273
0,0,2,0,1,0,0,1,0,0,2,1,0,1,0,1,1,1,0,1,0.3186729755
0,2,1,2,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0.4317879643
1,2,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0.9984530961
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.1836407211
0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,-0.2607653508
0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0.0665723906
0,1,2,0,1,1,0,1,0,0,1,0,0,1,1,1,2,0,0,0,0.655179301
0,2,1,1,0,1,0,1,0,1,1,0,1,1,1,2,1,1,0,0,0.8871304555
0,1,2,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,-0.1897382652
2,0,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0.5549760327
0,2,1,1,0,0,0,0,0,0,2,1,2,0,0,0,1,1,1,0,-0.3858177445
0,1,2,1,1,2,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0.549390286
0,1,2,0,1,1,0,2,0,0,1,0,2,0,1,0,0,0,1,1,0.9151744259
1,1,0,0,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0.8239593903
0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0.1121943395
0,2,1,1,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,1,-0.2469561875
1,2,0,1,2,1,0,0,0,2,0,1,1,1,1,1,0,0,0,0,1.2162231746
0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.1841346316
0,1,1,1,1,2,0,2,0,2,0,0,2,1,0,0,1,0,1,2,-0.0440389643
0,2,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-0.0719304628
1,2,2,0,0,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0.1391670014
0,2,0,1,1,1,0,1,0,2,1,0,2,1,0,1,0,1,0,0,0.5010407139
0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,-0.4100777672
1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.1320606945
0,1,0,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.1424527279
1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,2,2,0,0,0.7283883554
1,1,1,1,0,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0.4824809509
0,1,2,0,1,0,0,2,1,0,1,1,0,0,1,0,2,0,0,0,0.417720961
0,1,1,0,0,2,0,1,0,0,0,0,1,1,0,0,1,1,0,1,-0.0054084032
0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,2,0,0,0,0.5094778303
0,2,0,1,2,0,1,0,2,1,2,1,0,1,1,1,1,0,0,0,0.4518132674
1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.6652838825
1,1,1,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,1,-0.7289169113
2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2139937953
0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,1,0.9197551656
0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,-0.422208967
1,1,1,0,1,1,0,2,0,1,0,0,1,0,0,1,1,1,0,0,1.0081479905
0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0.6894492492
0,1,1,2,1,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,-0.0148349811
0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,-0.2972613153
1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,-0.4005838308
0,0,0,1,1,0,0,0,1,0,0,2,2,2,0,0,1,0,1,0,-0.1151469676
0,0,1,0,1,0,0,1,0,0,1,1,0,1,2,0,2,0,1,1,0.9558170275
0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,1,1,1,0,0,-0.031473307
1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,2,2,0,0,0,-0.0378538158
0,2,2,2,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,-0.5687983358
0,1,0,0,0,2,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0.0184101906
0,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,-0.1664396695
0,2,0,1,0,2,0,0,0,0,1,1,2,0,1,0,0,1,1,0,-0.5083334202
1,2,0,0,1,2,0,1,0,0,0,1,2,1,1,0,2,1,1,0,0.5114634147
0,0,2,1,0,1,0,2,1,1,0,1,1,1,1,2,1,1,0,2,-0.3122589775
0,2,0,1,0,1,0,1,0,0,2,1,0,2,1,1,1,0,1,0,0.7454853876
1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,-0.3271402021
1,1,1,0,0,1,0,1,0,1,1,1,2,1,2,1,2,0,0,0,0.0469286555
2,1,1,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,-0.2169551809
0,0,1,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0.1919216312
0,1,0,0,0,2,0,2,0,1,0,0,1,0,0,0,1,0,0,0,1.4348724156
1,2,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0.5685750243
0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0.5027928949
0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,2,0,0.0318209604
1,1,0,0,0,1,0,2,1,1,2,0,2,1,1,0,1,0,0,2,0.3140359683
0,0,0,0,2,0,0,0,0,0,2,1,1,2,0,1,1,1,0,0,0.7443633005
0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0.6251662499
0,0,0,2,2,1,0,1,0,2,0,0,1,2,1,1,1,1,0,0,0.271598879
1,1,0,1,0,1,0,0,0,2,1,1,1,1,0,0,1,0,0,1,0.016867449
1,1,0,0,1,0,0,1,0,1,0,2,1,0,1,0,0,0,1,0,0.864871523
1,1,0,1,1,1,0,0,0,1,0,0,2,0,1,2,0,0,0,1,-0.4008946766
1,2,0,1,1,0,0,1,0,1,1,0,2,0,0,0,2,0,0,0,0.232301477
1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0.0071053625
1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0.1318757737
0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1.02683873
1,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,2,0,1,0,-0.1194266037
1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,2,0,-0.0275037813
1,2,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1.0895216582
1,1,1,1,1,2,0,1,0,0,0,0,1,0,2,0,1,1,0,1,-0.6532672051
0,0,0,2,0,1,0,1,1,0,0,0,2,1,0,1,1,2,0,0,-0.3386341437
0,0,0,0,2,0,0,2,0,0,1,0,0,2,0,2,0,0,0,0,0.4965638266
0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0.2806221692
1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0.0631927498
1,1,1,0,0,2,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0.4593610903
0,1,0,0,0,2,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0.2617114033
0,1,0,2,1,1,0,0,1,0,0,0,0,1,0,1,2,1,1,0,-0.5088558336
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.1357554437
0,1,0,0,2,2,0,0,0,1,0,0,1,0,0,0,1,1,0,2,0.4061473228
1,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1.0910853075
0,1,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,2,1,0,0.2380194839
2,2,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0.7857733016
1,0,1,1,2,1,0,1,0,1,0,0,1,0,0,1,2,0,0,0,0.3909003715
0,2,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,1.0799190135
0,0,2,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0.0507331147
0,1,0,1,0,0,0,0,0,1,1,0,2,1,0,1,2,1,0,0,0.2262149983
0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,-0.0574943365
2,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1.4193000387
1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.8665954393
0,2,0,0,0,1,0,1,0,1,1,1,1,2,1,0,1,0,1,0,0.2043811951
0,2,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0.9746519437
0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0.9085221129
